211,M-W,Brightman,ELIOT,414,10577,F01,ANTH,04:30,03:10PM,Introduction to Anthropology,1.0
110,M-W-F,King,VOLLUM,VLH,10072,Y,HUM,09:50,09:00AM,West Humanities: Greece and Rome,0.0
110,M-W-F,Arnold,ELIOT,121,10148,Y01,HUM,10:50,10:00AM,West Humanities: Greece and Rome,0.0
110,M-W-F,Drumm,ELIOT,123,10149,Y02,HUM,10:50,10:00AM,West Humanities: Greece and Rome,0.0
110,M-W-F,Englert,ELIOT,126,10150,Y03,HUM,10:50,10:00AM,West Humanities: Greece and Rome,0.0
110,M-W-F,Sherman,ELIOT,317,10151,Y04,HUM,10:50,10:00AM,West Humanities: Greece and Rome,0.0
110,M-W-F,Leveen,LIB,203,10152,Y05,HUM,10:50,10:00AM,West Humanities: Greece and Rome,0.0
110,M-W-F,Arkonovich,ELIOT,123,10153,Y06,HUM,11:50,11:00AM,West Humanities: Greece and Rome,0.0
110,M-W-F,Gillcrist,ELIOT,126,10154,Y07,HUM,11:50,11:00AM,West Humanities: Greece and Rome,0.0
110,M-W-F,Breen,ELIOT,317,10155,Y08,HUM,11:50,11:00AM,West Humanities: Greece and Rome,0.0
271,M-W,Knutson,ART,PAINT,10460,F,ART,10:00,07:10PM,Introductory Painting,1.0
110,M-W-F,Baker,LIB,203,10156,Y09,HUM,11:50,11:00AM,West Humanities: Greece and Rome,0.0
110,M-W-F,Duquette,ELIOT,317,10157,Y10,HUM,12:50,12:00PM,West Humanities: Greece and Rome,0.0
110,M-W-F,Nicholson,LIB,203,10158,Y11,HUM,12:50,12:00PM,West Humanities: Greece and Rome,0.0
110,M-W-F,Stauder,ELIOT,123,10159,Y12,HUM,02:00,01:10PM,West Humanities: Greece and Rome,0.0
110,M-W-F,Feener,ELIOT,317,10160,Y13,HUM,02:00,01:10PM,West Humanities: Greece and Rome,0.0
110,M-W-F,Delehanty,ELIOT,317,10161,Y14,HUM,03:00,02:10PM,West Humanities: Greece and Rome,0.0
110,M-W-F,Foat,ELIOT,123,10749,Y25,HUM,03:00,02:10PM,West Humanities: Greece and Rome,0.0
110,M-W,Mandell,ELIOT,123,10162,Y15,HUM,04:30,03:10PM,West Humanities: Greece and Rome,0.0
110,M-W,King,ELIOT,317,10163,Y16,HUM,04:30,03:10PM,West Humanities: Greece and Rome,0.0
110,T-Th,David,ELIOT,317,10164,Y17,HUM,10:20,09:00AM,West Humanities: Greece and Rome,0.0
272,M-W,Knutson,ART,PAINT,20467,S,ART,10:00,07:10PM,Introductory Painting II,1.0
110,T-Th,Latham,LIB,203,10165,Y18,HUM,10:20,09:00AM,West Humanities: Greece and Rome,0.0
110,T-Th,Wolfe,ELIOT,126,10775,Y26,HUM,10:20,09:00AM,West Humanities: Greece and Rome,0.0
110,T-Th,Mieszkowski,ELIOT,317,10166,Y19,HUM,11:50,10:30AM,West Humanities: Greece and Rome,0.0
110,T-Th,Kelly,ELIOT,317,10168,Y21,HUM,02:30,01:10PM,West Humanities: Greece and Rome,0.0
110,T-Th,Hendrickson,LIB,203,10169,Y22,HUM,02:30,01:10PM,West Humanities: Greece and Rome,0.0
110,T-Th,Sacks,ELIOT,317,10318,Y23,HUM,04:00,02:40PM,West Humanities: Greece and Rome,0.0
110,T-Th,Iaccarino,LIB,203,10323,Y24,HUM,04:00,02:40PM,West Humanities: Greece and Rome,0.0
210,M-W,Knapp,PSYCH,105,10073,Y,HUM,02:00,01:10PM,Early Modern Europe,0.0
210,M-W-F,Knapp,VOLLUM,134,10175,Y01,HUM,11:50,11:00AM,Early Modern Europe,0.0
210,M-W,Steinman,VOLLUM,309,10176,Y02,HUM,04:30,03:10PM,Early Modern Europe,0.0
281,M-W,Ondrizek,ART,SCULP,10461,F,ART,04:00,01:10PM,Sculpture,1.0
210,T-Th,Kierstead,VOLLUM,302,10177,Y03,HUM,11:50,10:30AM,Early Modern Europe,0.0
210,T-Th,Garrett,VOLLUM,228,10178,Y04,HUM,04:00,02:40PM,Early Modern Europe,0.0
220,M-W,Mueller,ELIOT,CHPL,10074,Y,HUM,11:50,11:00AM,Modern Humanities,0.0
220,M-W-F,van Dyke,VOLLUM,302,10170,Y01,HUM,10:50,10:00AM,Modern Humanities,0.0
220,M-W-F,Mueller,LIB,203,10171,Y02,HUM,02:00,01:10PM,Modern Humanities,0.0
220,M-W,Porter,VOLLUM,134,10172,Y03,HUM,04:30,03:10PM,Modern Humanities,0.0
220,T-Th,Segel,PSYCH,103,10173,Y04,HUM,02:30,01:10PM,Modern Humanities,0.0
220,T-Th,Gokberk,VOLLUM,302,10174,Y05,HUM,04:00,02:40PM,Modern Humanities,0.0
230,T-Th,Brashier,PSYCH,105,10314,Y,HUM,10:20,09:30AM,Foundatns ChineseCivilization,0.0
230,M-W-F,Wu,ELIOT,405,10315,Y01,HUM,10:50,10:00AM,Foundatns ChineseCivilization,0.0
282,M-W,Ondrizek,ART,SCULP,20468,S,ART,04:00,01:10PM,Sculpture II,1.0
230,M-W-F,Brashier,ELIOT,405,10316,Y02,HUM,11:50,11:00AM,Foundatns ChineseCivilization,0.0
230,T-Th,Fix,ELIOT,121,10317,Y03,HUM,11:50,10:30AM,Foundatns ChineseCivilization,0.0
110,"","","",Englert M-T-W-Th-F11:00 VOLLUM 126,10179,Y,LAT,"","",First Year Latin,1.0
210,M-T-W-Th,Wolfe,VOLLUM,234,10180,Y,LAT,03:00,02:10PM,Second Year Latin,1.0
311,T-Th,Englert,VOLLUM,134,10486,F,LAT,10:20,09:00AM,Advanced Latin,1.0
312,T-Th,Tron,VOLLUM,134,20484,S,LAT,04:00,02:40PM,Advanced Latin,1.0
311,T-Th,Haviland,VOLLUM,116,10481,F,LING,10:20,09:00AM,General Linguistics,1.0
313,T,Haviland,ELIOT,419,10484,F,LING,09:00,06:10PM,Language and Society,1.0
323,T-Th,Haviland,ELIOT,419,10483,F,LING,11:50,10:30AM,Introductory Syntax,1.0
328,T-Th,Haviland,ELIOT,419,20481,S,LING,10:20,09:00AM,Morphosyntactic Typology,1.0
315,T-Th,Diebold,LIB,41,10454,F,ART,04:00,02:40PM,Early Medieval Art,1.0
348,T,Haviland,ELIOT,419,20482,S,LING,09:00,06:10PM,Languages the Americas:Mayan,1.0
392,T-Th,Stasch,VOLLUM,134,10588,F01,LING,02:30,01:10PM,Structuralism and Semiotics,1.0
392,T-Th,Stasch,VOLLUM,134,10598,F02,LING,04:00,02:40PM,Structuralism and Semiotics,1.0
393,M-W-F,Canseco-Gonzale,PSYCH,108,10747,F,LING,10:50,10:00AM,Psycholinguistics,1.0
393,W,Canseco-Gonzale,PSYCH,108,10747,F,LING,06:00,04:40PM,Psycholinguistics,1.0
396,T-Th,Canseco-Gonzale,PSYCH,108,20652,S,LING,04:00,02:40PM,Psych of Language Acquisition,1.0
266,T-Th,Lencek,VOLLUM,126,10538,F,LIT,02:30,01:10PM,Russian Short Fiction,1.0
320,T-Th,Wu,ELIOT,121,10757,F,LIT,04:00,02:40PM,"20-Cent Chin Fiction, 1919-49",1.0
321,M-W,Gokberk,VOLLUM,116,20498,S,LIT,04:30,03:10PM,Modernism: Berlin,1.0
326,M-W,Rhew,ELIOT,121,10756,F,LIT,04:30,03:10PM,Chinese Narrative Tradition,1.0
316,T-Th,Diebold,LIB,41,20682,S,ART,04:00,02:40PM,Medieval Manuscript Illumin,1.0
334,M-W,Rhew,ELIOT,121,20657,S,LIT,04:30,03:10PM,Yijing: Text and Tradition,1.0
341,M-W,Rudolf,ELIOT,419,10502,F,LIT,04:30,03:10PM,Modern German Theatre,1.0
343,T-Th,Wu,ELIOT,121,20665,S,LIT,04:00,02:40PM,20-Century Chinese Poetry,1.0
363,M-W-F,Englert,VOLLUM,126,20487,S,LIT,12:50,12:00PM,Greek Tragedy,1.0
373,T-Th,Bershtein,VOLLUM,126,20531,S,LIT,04:00,02:40PM,Russian Lit:Chekhov toPresent,1.0
379,T-Th,Bershtein,PSYCH,103,10540,F,LIT,04:00,02:40PM,The Myth of St. Petersburg,1.0
391,T-Th,Irmscher,ELIOT,414,10500,F,LIT,04:00,02:40PM,German Thought Postmod Era,1.0
392,W,Mieszkowski,ELIOT,414,20501,S,LIT,09:00,06:10PM,German Theory II: Body Media,1.0
404,T-Th,Lencek,VOLLUM,118,20536,S,LIT,10:20,09:00AM,Russian Lit:Gogol and Dostoevsky,1.0
408,M-W,Bershtein,VOLLUM,302,20533,S,LIT,04:30,03:10PM,Russ Decadent/SymbolistCultur,1.0
333,T-Th,David,LIB,41,10455,F,ART,02:30,01:10PM,Divine Comedy and Visualizations,1.0
413,T-Th,Lencek,VOLLUM,126,10542,F,LIT,10:20,09:00AM,20th C Russian CriticalTheory,1.0
111,M-T-W-F,Mayer,LIB,204,10430,F01,MATH,08:50,08:00AM,Calculus I,1.0
111,M-T-W-F,Shurman,LIB,204,10431,F02,MATH,11:50,11:00AM,Calculus I,1.0
111,M-T-W-F,Mayer,ELIOT,200,10432,F03,MATH,12:50,12:00PM,Calculus I,1.0
111,M-T-W-F,Potluri,PSYCH,102,10433,F04,MATH,12:50,12:00PM,Calculus I,1.0
111,M-T-W-F,Shurman,ELIOT,207,10434,F05,MATH,02:00,01:10PM,Calculus I,1.0
111,M-T-W-F,Potluri,PSYCH,102,10435,F06,MATH,03:00,02:10PM,Calculus I,1.0
111,M-T-W-F,Potluri,PSYCH,102,20442,S01,MATH,11:50,11:00AM,Calculus I,1.0
111,M-T-W-F,Potluri,PSYCH,102,20443,S02,MATH,12:50,12:00PM,Calculus I,1.0
112,M-T-W-F,Mayer,LIB,204,20444,S01,MATH,08:50,08:00AM,Calculus II,1.0
343,T-Th,Hendrickson,LIB,41,20680,S,ART,10:20,09:00AM,Art and Politics in France,1.0
112,M-T-W-F,Perkinson,LIB,204,20445,S02,MATH,11:50,11:00AM,Calculus II,1.0
112,M-T-W-F,Jones,ELIOT,200,20446,S03,MATH,12:50,12:00PM,Calculus II,1.0
112,M-T-W-F,Wieting,LIB,204,20447,S04,MATH,12:50,12:00PM,Calculus II,1.0
112,M-T-W-F,Perkinson,ELIOT,207,20448,S05,MATH,02:00,01:10PM,Calculus II,1.0
112,M-T-W-F,Bernhard,ELIOT,200,20449,S06,MATH,03:00,02:10PM,Calculus II,1.0
121,M-W-F,Fix,PHYSIC,123,10436,F01,MATH,11:50,11:00AM,Introduction to Computing,1.0
121,Th,Fix,LIB,18,10436,F01,MATH,11:50,11:00AM,Introduction to Computing,1.0
121,M-W-F,Fix,PHYSIC,123,10437,F02,MATH,02:00,01:10PM,Introduction to Computing,1.0
121,Th,Fix,LIB,18,10437,F02,MATH,02:00,01:10PM,Introduction to Computing,1.0
132,M-W-F,Shurman,ELIOT,207,20450,S,MATH,10:50,10:00AM,Introduction to Combinatorics,1.0
344,M-W-F,van Dyke,LIB,41,20681,S,ART,02:00,01:10PM,Pol Hist of Art Between Wars,1.0
141,M-W-F,Jones,PHYSIC,240A,10438,F01,MATH,11:50,11:00AM,Intro to Probability and Statist,1.0
141,M-W-F,Jones,PHYSIC,240A,10439,F02,MATH,02:00,01:10PM,Intro to Probability and Statist,1.0
141,T,Jones,LIB,18,10440,FL1,MATH,09:50,09:00AM,Intro to Probability and Statist,0.0
141,T,Jones,LIB,18,10441,FL2,MATH,11:50,11:00AM,Intro to Probability and Statist,0.0
141,T,Jones,LIB,18,10442,FL3,MATH,02:00,01:10PM,Intro to Probability and Statist,0.0
211,M-T-W-F,Perkinson,ELIOT,200,10443,F01,MATH,09:50,09:00AM,Introduction to Analysis I,1.0
211,M-T-W-F,Wieting,ELIOT,200,10444,F02,MATH,11:50,11:00AM,Introduction to Analysis I,1.0
211,M-T-W-F,Bernhard,LIB,204,10445,F03,MATH,12:50,12:00PM,Introduction to Analysis I,1.0
212,M-T-W-F,Wieting,ELIOT,207,20451,S01,MATH,09:50,09:00AM,Introduction to Analysis II,1.0
212,M-T-W-F,Bernhard,PHYSIC,240A,20452,S02,MATH,12:50,12:00PM,Introduction to Analysis II,1.0
211,T-Th,Silverstein,ELIOT,414,10580,F04,ANTH,02:30,01:10PM,Introduction to Anthropology,1.0
348,M-W,van Dyke,LIB,41,10777,F,ART,04:30,03:10PM,Art and Pol in Weimar Republic,1.0
311,M-T-W-F,Perkinson,LIB,204,20453,S,MATH,10:50,10:00AM,Complex Analysis,1.0
321,M-T-W-F,Shurman,LIB,204,10446,F,MATH,10:50,10:00AM,Advanced Calculus,1.0
331,M-T-W-F,Mayer,ELIOT,216,10447,F01,MATH,09:50,09:00AM,Linear Algebra,1.0
331,M-T-W-F,Potluri,PSYCH,102,10448,F02,MATH,11:50,11:00AM,Linear Algebra,1.0
331,M-T-W-F,Jones,ELIOT,216,20454,S,MATH,11:50,11:00AM,Linear Algebra,1.0
332,M-T-W-F,Bernhard,ELIOT,200,20455,S,MATH,11:50,11:00AM,Abstract Algebra,1.0
341,M-W-F,Wieting,LIB,204,20456,S,MATH,03:00,02:10PM,Geometry,1.0
372,M-W-F,Perkinson,ELIOT,216,10449,F,MATH,02:00,01:10PM,Combinatorics,1.0
382,M-W-F,Fix,PHYSIC,123,20457,S,MATH,09:50,09:00AM,Data Structure and Algorithm,1.0
385,M-W-F,Fix,PHYSIC,123,20643,S,MATH,02:00,01:10PM,Computer Graphics,1.0
349,F,Fillin-Yeh,LIB,41,20679,S,ART,04:30,03:10PM,New West in Amer Photography,0.5
391,M-W-F,Wieting,LIB,204,10450,F,MATH,09:50,09:00AM,Probability,1.0
412,M-W-F,Mayer,LIB,204,20458,S,MATH,04:00,03:10PM,Topics in Advanced AnalysisII,1.0
421,M-W-F,Shurman,PHYSIC,122,20459,S,MATH,12:50,12:00PM,Elemetary Number Theory,1.0
431,M-W-F,Bernhard,LIB,204,10451,F,MATH,04:00,03:10PM,Algebraic Structures,1.0
441,M-W-F,Fix,LIB,204,10452,F,MATH,03:00,02:10PM,Topics In Computer Theory,1.0
103,M,Schiff,KAUL,"",10329,F,MUS,07:30,06:10PM,Chamber Orchestra,0.5
103,M,Schiff,KAUL,"",20324,S,MUS,07:30,06:10PM,Chamber Orchestra,0.5
105,T,Hancock,ELIOT,314,10321,F,MUS,06:00,04:40PM,Chorus,0.5
105,T,Hancock,ELIOT,314,20316,S,MUS,06:00,04:40PM,Chorus,0.5
107,W,Hancock,ELIOT,123,10322,F,MUS,06:00,04:40PM,Collegium Musicum,0.5
371,T-Th,Knutson,ART,PAINT,10462,F,ART,04:00,01:10PM,"Intermed Paint,Draw,PrintmakI",1.0
107,W,Hancock,ELIOT,123,20317,S,MUS,06:00,04:40PM,Collegium Musicum,0.5
110,M-W-F,Falk,ELIOT,416,10464,F,MUS,12:50,12:00PM,Intro to Music Listening,1.0
111,M-W-F,Hancock,ELIOT,416,10465,F,MUS,02:00,01:10PM,Music Theory I,1.0
111,M,Hancock,ELIOT,416,10466,FL1,MUS,11:50,11:00AM,Music Theory I,0.0
111,M,Hancock,ELIOT,416,10467,FL2,MUS,04:00,03:10PM,Music Theory I,0.0
111,T,Hancock,ELIOT,416,10468,FL3,MUS,03:00,02:10PM,Music Theory I,0.0
111,W,Hancock,ELIOT,301A,10469,FL4,MUS,03:00,02:10PM,Music Theory I,0.0
112,M-W-F,Hancock,ELIOT,416,20471,S,MUS,02:00,01:10PM,Theory II:IntermediateHarmony,1.0
112,M,Hancock,ELIOT,301A,20472,SL1,MUS,04:00,03:10PM,Theory II:IntermediateHarmony,0.0
112,W,Hancock,ELIOT,301A,20473,SL2,MUS,03:00,02:10PM,Theory II:IntermediateHarmony,0.0
372,T-Th,Knutson,ART,PAINT,20469,S,ART,04:00,01:10PM,"IntermedPaint,Draw,PrintmakII",1.0
122,M-W-F,Falk,ELIOT,416,20474,S,MUS,12:50,12:00PM,Survey of Western Music,1.0
212,M-W-F,Schiff,ELIOT,301A,10470,F,MUS,10:50,10:00AM,Theory III: BaroqueCounterpnt,1.0
236,T-Th,Falk,LIB,36,20648,S,MUS,11:50,10:30AM,The String Quartet,1.0
251,T-Th,Falk,LIB,36,10471,F,MUS,02:30,01:10PM,Representation in Music,1.0
256,T-Th,Hancock,ELIOT,416,20475,S,MUS,02:30,01:10PM,Romantic Music,1.0
262,M-W-F,Schiff,ELIOT,416,20476,S01,MUS,03:00,02:10PM,Jazz,1.0
262,M-W-F,Schiff,ELIOT,416,20477,S02,MUS,04:00,03:10PM,Jazz,1.0
264,M-W-F,Schiff,ELIOT,416,10472,F,MUS,03:00,02:10PM,Modernism in Music,1.0
311,T-Th,Falk,LIB,36,10473,F,MUS,11:50,10:30AM,Medieval and RenaissanceMusic,1.0
343,M-W-F,Schiff,ELIOT,301A,20478,S,MUS,10:50,10:00AM,Advanced Analysis,1.0
381,T-Th,Ondrizek,ART,SCULP,10463,F,ART,04:00,01:10PM,Intermed Sculp and Multimedia I,1.0
101,M-W,Casey,SPORTS,DANCE,10656,AE6,PE,07:00,06:10PM,Aerobics,0.0
101,M-W,Casey,SPORTS,DANCE,10657,AE7,PE,08:00,07:10PM,Aerobics,0.0
101,T-Th,Casey,SPORTS,DANCE,10658,AFD,PE,05:00,04:10PM,African Dance,0.0
101,M-W,Casey,SPORTS,MAT,10661,AIK,PE,09:00,07:10PM,Aikido,0.0
101,M-W,Casey,SPORTS,"",10659,AR3,PE,04:00,03:10PM,Archery,0.0
101,M-W,Casey,SPORTS,"",10660,AR4,PE,05:00,04:10PM,Archery,0.0
101,T,Casey,SPORTS,DANCE,10664,BEL,PE,08:00,06:10PM,Bellydance,0.0
101,W,Casey,SPORTS,GYMII,10662,BRB,PE,08:00,06:10PM,Ballroom Dance-Beginning,0.0
101,W,Casey,SPORTS,DANCE,10663,BRI,PE,10:00,08:10PM,Ballroom Dance-Intermediate,0.0
101,W,Casey,SPORTS,"",10665,CAN,PE,06:30,04:10PM,Canoeing,0.0
382,T-Th,Ondrizek,ART,SCULP,20470,S,ART,04:00,01:10PM,Intermed Sculp and MultimediaII,1.0
101,Th,Casey,SPORTS,MAT,10680,DEF,PE,09:30,07:10PM,Self Defense,0.0
101,M-Th,Casey,SPORTS,GYMII,10666,FEN,PE,08:30,06:40PM,Fencing,0.0
101,Th,Casey,SPORTS,DANCE,10667,FLK,PE,10:00,07:40PM,Folkdance,0.0
101,T-Th,Casey,SPORTS,"",10668,GLF,PE,03:00,02:10PM,Golf,0.0
101,T-Th,Casey,SPORTS,DANCE,10698,HAT,PE,06:00,05:10PM,Yoga-Hatha,0.0
101,M-W,Casey,SPORTS,MAT,10671,JDO,PE,05:30,03:40PM,Judo,0.0
101,W,Casey,SPORTS,GYMI,10670,JGL,PE,09:00,07:10PM,Juggling,0.0
101,M,Casey,WINCH,"",10669,JIT,PE,08:00,06:10PM,Jitterbug,0.0
101,M-W,Casey,SPORTS,DANCE,10697,KUN,PE,06:00,04:40PM,Yoga-Kundilini,0.0
101,W,Casey,SPORTS,"",10672,KYI,PE,09:00,06:10PM,Kayaking-Intermediate,0.0
425,T-Th,David,LIB,41,20464,S,ART,02:30,01:10PM,"Leonardo, Raphael,Michelangel",1.0
101,M,Casey,SPORTS,"",10673,LIF,PE,09:00,06:10PM,Lifeguard Training,0.0
101,T-Th,Casey,SPORTS,MAT,10699,REL,PE,07:00,06:10PM,Yoga-Relaxaion,0.0
101,Th,Casey,VOLLUM,120,10674,ROC,PE,07:00,04:10PM,Rock Climbing,0.0
101,T-W-Th,Casey,SPORTS,"",10675,RUG,PE,06:00,04:10PM,Rugby-Men and Women,0.0
101,M-W-F,Casey,SPORTS,"",10750,RWB,PE,06:00,03:10PM,Rowing-Beginning,0.0
101,M-W-F,Casey,SPORTS,"",10751,RWI,PE,07:50,05:00AM,Rowing-Intermediate,0.0
101,M,Casey,SPORTS,"",10683,SFT,PE,06:00,04:10PM,Softball,0.0
101,T-Th,Casey,SPORTS,"",10684,SQB,PE,04:00,03:10PM,Squash-Beginning,0.0
101,T-Th,Casey,SPORTS,"",10685,SQI,PE,05:00,04:10PM,Squash-Intermediate,0.0
101,Th,Casey,SPORTS,"",10678,SR2,PE,05:00,02:10PM,Sailing,0.0
101,T-Th,Shampay,VOLLUM,VLH,10594,F,BIOL,10:20,09:00AM,Intro Biology Lect and Lab,1.0
101,T,Casey,SPORTS,"",10676,ST2,PE,05:00,02:10PM,Sailing,0.0
101,W,Casey,SPORTS,"",10677,SW2,PE,05:00,02:10PM,Sailing,0.0
101,M-W,Casey,SPORTS,GYMI,10689,TCB,PE,04:00,03:10PM,Tai Chi-Beginning,0.0
101,M-W,Casey,SPORTS,GYMI,10690,TCI,PE,05:30,04:10PM,Tai Chi-Intermediate,0.0
101,T-Th,Casey,SPORTS,"",10693,TNA,PE,06:00,05:10PM,Tennis-Advanced,0.0
101,T-Th,Casey,SPORTS,"",10691,TNB,PE,04:00,03:10PM,Tennis-Beginning,0.0
101,T-Th,Casey,SPORTS,"",10692,TNI,PE,05:00,04:10PM,Tennis-Intermediate,0.0
101,T-Th,Casey,SPORTS,"",10694,ULT,PE,06:00,04:10PM,Ultimate Frisbee,0.0
101,T,Casey,SPORTS,"",10696,WWR,PE,06:00,04:10PM,White Water Rafting,0.0
102,M-W,Casey,SPORTS,DANCE,10701,AE6,PE,07:00,06:10PM,Aerobics,0.0
101,T,Shampay,BIOL,103,10596,FT3,BIOL,05:00,01:10PM,Intro Biology Lect and Lab,0.0
102,M-W,Casey,SPORTS,DANCE,10703,AE7,PE,08:00,07:10PM,Aerobics,0.0
102,T-Th,Casey,SPORTS,"",10704,AFD,PE,05:30,04:10PM,African Dance,0.0
102,M-W,Casey,SPORTS,MAT,10705,AIK,PE,09:00,07:10PM,Aikido,0.0
102,T-Th,Casey,SPORTS,GYMI,10707,BAD,PE,12:50,12:00PM,Badminton,0.0
102,T-Th,Casey,SPORTS,GYMI,10709,BBC,PE,06:00,04:10PM,Basketball-Coed,0.0
102,W,Casey,VOLLUM,"",10706,BCN,PE,06:00,04:10PM,Backcountry Navigation,0.0
102,T-Th,Casey,SPORTS,GYMI,10708,BD1,PE,02:00,01:10PM,Badminton,0.0
102,T,Casey,SPORTS,DANCE,10713,BEL,PE,08:00,06:10PM,Bellydance,0.0
102,T,Casey,SPORTS,"",10714,BOW,PE,06:00,04:10PM,Bowling,0.0
102,W,Casey,SPORTS,GYMII,10711,BRB,PE,08:00,06:10PM,Ballroom Dance-Beginning,0.0
101,T,Shampay,BIOL,107,10599,FT7,BIOL,05:00,01:10PM,Intro Biology Lect and Lab,0.0
102,W,Casey,SPORTS,GYMII,10712,BRI,PE,10:00,08:10PM,Ballroom Dance-Intermediate,0.0
102,Th,Casey,SPORTS,MAT,10727,DEF,PE,09:30,07:10PM,Self Defense,0.0
102,M-Th,Casey,SPORTS,GYMII,10715,FEN,PE,08:30,06:40PM,Fencing,0.0
102,Th,Casey,SPORTS,DANCE,10716,FLK,PE,10:00,07:40PM,Folkdancing,0.0
102,T,Casey,VOLLUM,120,10717,HAP,PE,07:00,04:10PM,Hiking Around Portland,0.0
102,T-Th,Casey,SPORTS,DANCE,10740,HAT,PE,06:00,05:10PM,Yoga-Hatha,0.0
102,W,Casey,SPORTS,GYMI,10721,JGL,PE,09:00,07:10PM,Juggling,0.0
102,M,Casey,WINCH,"",10720,JIT,PE,08:00,06:10PM,Jitterbug,0.0
102,M-W,Casey,SPORTS,MAT,10722,JUD,PE,05:40,03:40PM,Judo,0.0
102,M-W,Casey,SPORTS,DANCE,10739,KUN,PE,06:00,04:40PM,Yoga-Kundlini,0.0
211,M-W,Brightman,ELIOT,317,10581,F05,ANTH,07:30,06:10PM,Introduction to Anthropology,1.0
101,W,Shampay,BIOL,103,10600,FW3,BIOL,05:00,01:10PM,Intro Biology Lect and Lab,0.0
102,M,Casey,SPORTS,"",10723,LIF,PE,09:00,06:10PM,Lifeguard Training,0.0
102,F,Casey,SPORTS,GYMII,10781,MOD,PE,06:00,04:10PM,Modern Dance,0.0
102,T-Th,Casey,SPORTS,MAT,10741,REL,PE,07:00,06:10PM,Yoga-Relaxation,0.0
102,Th,Casey,VOLLUM,120,10725,ROC,PE,07:00,04:10PM,Rock Climbing,0.0
102,T-Th,Casey,SPORTS,"",10724,RQB,PE,03:00,02:10PM,Raquetball-Beginning,0.0
102,T-W-Th,Casey,SPORTS,"",10726,RUG,PE,06:00,04:10PM,Rugby-Men and Women,0.0
102,T-Th,Casey,SPORTS,"",10730,SQB,PE,04:00,03:10PM,Squash-beginning,0.0
102,T-Th,Casey,SPORTS,"",10731,SQI,PE,05:00,04:10PM,Squash-Intermediate,0.0
102,M-W,Casey,SPORTS,GYMI,10735,TCB,PE,04:00,03:10PM,Tai Chi-Beginning,0.0
102,M-W,Casey,SPORTS,GYMI,10736,TCI,PE,05:30,04:10PM,Tai Chi-Intermediate,0.0
101,W,Shampay,BIOL,107,10601,FW7,BIOL,05:00,01:10PM,Intro Biology Lect and Lab,0.0
102,T-Th,Casey,SPORTS,"",10737,ULT,PE,06:00,04:10PM,Ultimate Frisbee,0.0
200,T-Th,Hinchliff,VOLLUM,120,10421,F01,PHIL,11:50,10:30AM,Introduction to Philosophy,1.0
200,T-Th,Latham,PSYCH,103,10422,F02,PHIL,11:50,10:30AM,Introduction to Philosophy,1.0
200,T-Th,Reeve,WINCH,CPHT,10423,F03,PHIL,11:50,10:30AM,Introduction to Philosophy,1.0
201,T-Th,Taschek,PSYCH,105,20417,S,PHIL,02:30,01:10PM,Logic,1.0
301,T-Th,Reeve,PSYCH,105,10424,F,PHIL,04:00,02:40PM,Ancient Philosophy,1.0
308,T-Th,Peck,VOLLUM,118,20418,S,PHIL,11:50,10:30AM,Post-Kantian Continental Phil,1.0
310,T-Th,Hinchliff,VOLLUM,116,20419,S,PHIL,11:50,10:30AM,Metaphysics,1.0
311,T-Th,Taschek,PHYSIC,121,10425,F,PHIL,11:50,10:30AM,Epistemology,1.0
312,M-W-F,Arkonovich,VOLLUM,126,10767,F,PHIL,02:00,01:10PM,Ethics,1.0
101,Th,Shampay,BIOL,103,10602,FR3,BIOL,05:00,01:10PM,Intro Biology Lect and Lab,0.0
